topic	tweet_id	text	claim
OC	72	/ end rant from motorcyclist with a brain . . . . and alive after 13 years of riding in sydney traffic : P Edited at 2008-03-05 02 : 27 am UTC 	0
OC	73	Only idiots ride in between lanes . 	0
OC	74	Gay , bi , or whatever , I think that ' s the lesson I learned , and the film is about what happens if you * don ' t * learn and apply that lesson . 	0
OC	75	The publicity for the film gets the film wrong , but I think the film gets this point sort of " right . " 	0
OC	76	I hear you more clearly . 	0
OC	77	I suppose I could agree with you and still go in a slightly different direction : I think stunted passion can drive people to lead lives in which they appear to be passionless . 	1
OC	78	It ' s not an easy mindset to recall after nearly a decade being out of the closet , but I would say that I spent a good deal of my 20s , when I felt both uncomfortable with my own sexuality and isolated about being who I was , using my drive and my power as an intellectual , emotional , and spiritual being to either route my passion anywhere BUT sex , or to holding myself in . 	0
OC	79	In a sense , what the movie gets " right " for me happens most clearly with Ennis ' s character : the force of nature of his passion is one he devotes to containing himself , rather than trying to break free . 	0
OC	80	And he does fail to contain himself in many ways . . . but what ' s tragic is that had he failed a little more , he might have been able to succeed at something a lot more fulfilling . 	0
OC	81	Does that make any sense ? 	0
OC	82	Maybe one way I could come at it is nothing more than this : I had a couple of clunky , difficult relationships with women before I came out as a queer man , and I ' ve had a couple of decent relationships with women since coming out , fucking around with a lot of men , and giving my whole heart and soul to a couple of men over the years . 	0
OC	83	Which is to say : although my desires for women are a fairly small part of my overall makeup , I could only express them decently once I took the brakes off my WHOLE self . 	0
OC	84	prolly this monday 	0
OC	85	But I feel like he would totally wear one if he had one ! 	0
OC	86	No , he doesn ' t have a happy kitten shirt . 	0
OC	87	HAHAH ! 	0
OC	88	Aw thanks pal ! 	0
OC	89	I need to be his friend and give one to him for Christmas . 	0
OC	90	TAKE IT BACK YOU BASTARD 	0
OC	91	One mad character , one selfish , both are odd kindreds in some way . . . 	0
OC	92	I just can ' t figure out why . 	0
OC	93	I read this once , read the comments below , and then read it again--this time , slower and out loud . 	0
OC	94	FUCK OFF - you know ? 	1
OC	95	Why don ' t you stop torturing people ? 	0
OC	96	There is also a group rallying against our practices with sheep ! ! ! 	0
OC	97	( Sheep have a flap of ' foreskin ' type thing that hangs off their butts and gets painfully infected by parasites and leads to their death - so sheep herders in the maritimes have been and other peoples have been cutting that skin off for THOUSANDS OF YEARS - but now they ' re writting letters to us demanding we ban it . 	0
OC	98	They ' ve got pictures circulating of people from Abu Ghraib , covered in what appears to be shit and blood , being beat , hung upside down , raped and worse - though I shudder to think of what could be worse than what I ' ve seen so far . 	0
OC	99	AND THEY dare to say they aren ' t going to holiday here because seals are being killed ! ! 	0
OC	100	Don ' t get me wrong Chris , I couldn ' t kill anything - I think . 	0
OC	101	But I still enjoy a Big Mac . . . as for the Americans , I ' m getting pretty ticked off with them lately . 	1
OC	102	My only real criticism comes in the form of the first few lines in each stanza . 	0
OC	103	Dropping more bombs in Iraq this week than any other time since 2003 ? 	0
OC	104	I am so mad about Americans this week , I could vomit with it . 	0
OC	105	It ' s been a very long day . 	0
OC	106	how early are you going to get there ? 	0
OC	107	i can ' t go any earlier than 6 . 	0
OC	108	yeah ! 	0
OC	109	This is a play on negatives ; it ' s beautifully rendered . 	0
OC	110	Get fucked . 	0
OC	111	Breeders are so disgusting . 	0
OC	112	Some kids came up to the door banging on it a million times and ringing the doorbell a crapload of times . 	0
OC	113	When I didn ' t answer the door , some lady screamed , " Turn your damn porch light off then ! " 	0
OC	114	Fuck you , bitch . 	0
OC	115	I don ' t have to do SHIT to my house -- - it ' s YOUR children who are trespassing on my mom ' s property , not me . 	1
OC	116	Amber got married today , and it was a beautiful wedding ! 	0
OC	117	Congratulations Mr . and Mrs . Beaugrand ! 	0
OC	118	I love you both ! ! ! ! ! ! 	0
OC	119	P . S . Right now I ' m visiting at my mom ' s house . 	0
OC	120	your mom is amazing ! 	0
OC	121	: D happy new year ! ! ! 	0
OC	122	what a creative family ! 	0
OC	123	handmade gifts are the best . . 	0
OC	124	done Edited at 2008-05-07 10 : 21 pm UTC 	0
OC	125	IRCs plaid boxers you do some casual RP We chatted on MSN or Skype maybe : 3 how are things with your living situation ? 	0
OC	126	I don ' t remember how to post icons , but it ' s the sleepy foxes one . 	0
OC	127	if you stayed home , and are a republican , then you did your state a favor by not voting . . . . but to all the progressives or democrats that didn ' t vote shame on you . . . . . . we have an impotent democrats in positions of power . 	1
OC	128	Would you like to see a film that , for pure information and interest , exceeds nearly anything you can name or have ever seen ? 	0
OC	129	Here it is : Zeitgeist 	0
OC	130	Yay for independence ! ! ! ! 	0
OC	131	I ' m behind the times obviously ! 	0
OC	132	Into an apartment ? ! ? ! ? 	0
OC	133	AWESOME ! 	0
OC	134	WTF ! ! ! ! ! 	0
OC	135	You ' re moving ? 	0
OC	136	lately i ' ve been just getting in the car without a map or a plan . 	0
OC	137	It was nasty of her to be a complete head-fuck though * huggles * And don ' t worry blab away , I do it enough = P 	0
OC	138	They should have rolls in the Parish Hall . 	0
OC	139	It ' s annoying and dumb , but also very human . 	0
OC	140	So he gets all bitter and treats all Nobodies like they ' re tarred with the same brush , totally ignoring the fact that Roxas , Xion , and Naminé especially are victims more than anything . 	0
OC	141	* smacks blonde wig on Axel * I think as far as DiZ is concerned , he is very smart but also in certain areas very dumb - - witness the fact that he didn ' t notice his apprentices were going to turn on him , when some of them ( cough Vexen cough ) aren ' t exactly subtle by nature . 	1
OC	142	L-lol . 	0
OC	143	Before this game , I was kind of thinking that Xemnas ' s actions were suspicious , but seeing Saïx going around clearly being in charge - - and very invested in making sure no one challenges his control - - well , I wonder how carefully edited the reports that made it to Xemnas ' s ears were . 	0
OC	144	I kind of wonder how much Xemnas knew about Castle Oblivion , now . 	0
OC	145	Saïx deserves to be the penultimate boss both because you will hate him SO . 	1
OC	146	Wow She came back from the dead ! 	0
OC	147	; ) Great to see you back ! 	0
OC	148	I ' m so sorry to hear the news . 	0
OC	149	* huggles * 	0
OC	150	And I meant ghosts that just go around haunting houses and stuff , not spirits sent from God . 	0
OC	151	You should name it something extremely MANLY 8D 	0
OC	152	. . . bitches . 	0
OC	153	christmas was totally invented here . 	0
OC	154	come to england . 	1
OC	155	hey vince let ' s go to berlin . 	0
OC	156	we have better santas and mince pies than anywhere else . . . except perhaps germany , norway and the rest of europe . 	0
OC	157	While I was in the bookshop looking for presents , there was Tiana ' s Cookbook , but I didn ' t get it because it was too girly for my nephew . 	0
OC	158	Of course , I ' d rather it be a bagel and not a roll , but roll will do . 	0
OC	159	They ' re so beautiful ! 	0
OC	160	XP 	0
OC	161	Tongue twisting little devils , you ' ll prob spend a practice or two getting used to them . 	0
OC	162	Famous quote from one of our moderators " DON ' T BE AFRAID OF THE NANANINANAS ! " 	0
OC	163	: dies : I ' ll try to break it down phoenetically for you " na-NAH-ni-NAH-ni-NAH-ni-NAH-ni-NAH-ni-na-na " yeah . 	0
OC	164	pretty much . 	0
OC	165	NO ! 	0
OC	166	It IS " We are the Pink , we are the PINK number one ! " 	0
OC	167	Don ' t let them lie to you nyach ! 	0
OC	168	Ah , the nananinanas ! 	0
OC	169	Your preference for rationalism will be severely challenged depending on how the professor approaches the subject . 	0
OC	170	Barring a clear choice based on teachers , however , you might want to save Buddhism for a later part of your undergraduate career . 	0
OC	171	Barring that , I would first go with your instincts based on your knowledge ( direct or by reputation ) of the philosophy professors teaching those classes if you want to choose between the two . 	0
OC	172	Actually , an intro to Taoism would be a great match with your quantum physics class , if available . 	1
OC	173	You end up working too hard , burning yourself out , and your knowledge level for all classes goes down . ) 	0
OC	174	Don ' t try more than 5 classes at a time , especially if one or more of them is a lab class . 	0
OC	175	( Good call on dropping one of them , though . 	1
OC	176	: D I ' m glad to see you ' ve posted some new art in your journal . . . 	0
OC	177	I think you went without posting for even longer that I did . 	0
OC	178	I hope everything is going well for you ? 	0
OC	179	Good thoughts - I ' ll fiddle with it tomorrow morning , I think , when I ' ve got fresh eyes again . 	0
OC	180	: ) 	0
OC	181	it would be shit 	0
OC	182	i was going to bring them last night but then forgot . 	0
OC	183	i REALLY need to start wearing earplugs to shows . 	1
OC	184	ughh . 	0
OC	185	my ears are still ringing from the gogol bordello show last night . 	0
OC	186	i ' m gonna be deaf by the time i ' m 30 i see it now . 	0
OC	187	XD But I get your point . 	0
OC	188	Another series would show up anyway . 	0
OC	189	: / I already had a DS so . . . 	0
OC	190	I got a PSP for a reason . 	0
OC	191	Not least of which is the ' get Roxas to do my work ' skill . 	0
OC	192	I found my characterization of him confirmed - - so he ' s not keen on fighting , but he has other skills . 	0
OC	193	On a lighter note , Demyx was kind of adorable in his laziness . 	0
OC	194	Kilkenny cats have nothing on professional string-pullers when it comes to thinking two is too many . ) 	0
OC	195	He treats everyone like puppets anyhow . . . ( Jesus , no wonder he wanted Zexion gone gone gone . 	0
OC	196	Saïx , on the other hand , is kind of a sociopath anyway . 	0
OC	197	There was no way I could just go back to Magicant , either . 	0
OC	198	Oh man , I got halfway through that game without realizing there was equipment that I pretty much needed to buy in Magicant and the battles got impossibly hard . 	0
OC	199	I couldn ' t play anymore . 	0
OC	200	It sucked . 	1
OC	201	e : Showing times are now available - I assume they ' ll still be using * approximately * those , er , nearly a month later . 	0
OC	202	Originally published at rosemarytravale . ca . 	0
OC	203	The folks they officially grant permission to perform exorcism are supposed to be levelheaded enough to avoid this kind of bad press , while still combating the possessions the Church has to believe occur now and then . 	0
OC	204	It seems counterintuitive , but the Church knows just as well as anyone how ridiculous they would look treating every rebellious teen as possessed , or what have you . 	0
OC	205	The chief of the branch should be even more responsible than the run-of-the-mill exorcist , not less . 	0
OC	206	Yes . 	1
OC	207	Well , frankly ? 	0
OC	208	The job of exorcist is supposed to be rather like folks involved in canonization - to be skeptical , seek solid evidence , then act - not to see devils everywhere and try to solve every problem with exorcism . 	0
OC	209	I don ' t believe in their party line , but they do , and this is inconsistent with what the job is supposed to entail , if I remember correctly from Catholic Boot Camp . 	0
OC	210	Oily and ready for a shower , as seems to be the case with most of my pictures . . . ¬___¬ Standard looking-away picture Standard redundant picture Standard kissy-face picture Standard vogue angle Yeah smiling ! ! 	0
OC	211	At this point I ' ll say that I would strongly recommend booking in advance , once it becomes an option - I can ' t do that ( due to not having the capital resources ) and . . . yeah . 	0
OC	212	Love the sense of movement and the skintones on the prone woman . 	1
OC	213	Not the best , but I love chill photos . 	0
OC	214	would anyone be interested in custom made wooden and / or acrylic dildos carved and finished by me and ill be giving a few away for reviews . 	0
OC	215	I know i just had this idea and I thought either im nuts or its a good idea . 	0
OC	216	nope . . . he just happened to be married to the wrong woman , who was the intended victim . 	0
OC	217	I cant even imagine what the medical examiner had to face when they showed up . and I also remember that at first I assumed the husband who got killed was the guy she was fighting over . 	0
OC	218	she got the idea from being a chemical expert in the army , but apparently the training and expertise didnt delve far enough into body disposal . 	0
OC	219	I remember reading that the acid didnt work out as well as she would have hoped . 	0
OC	220	and I havent seen anything on the internet posted since the army took over her prosecution and made her disappear . 	0
OC	221	ya , I cant believe she did it in the first place , and then that she wandered around with the baby and then confessed ! 	0
OC	222	so let that be a lesson . . . if youre gonna cheat on your husband , do it with a guy who doesnt also have an insane homicidal stalker . 	0
OC	223	his wife and Ivette were fighting over a totally different guy . 	0
OC	224	x . x 	0
OC	225	Most of the people you insulted know more about the bible than you ) Maybe one day you ' ll learn to question things and not accept every little thing you are told to believe . 	0
OC	226	Then go cram your twisted views of the bible down someone elses throat ( yes they are twisted . 	0
OC	227	I never could stand narrow-minded , ignorant bigots and I only put up with you because you are young . 	0
OC	228	Until then , leave this bisexual pagan to ' sin ' in peace . 	0
OC	229	Go do some soul searcching and grow up . 	0
OC	230	so all the raw data would be still there if you used recovery software . 	0
OC	231	I think . 	0
OC	232	* jumps around * your header is legend btw 	0
OC	233	WOOHOO ! 	0
OC	234	Yeah for the most part , but I ' m sure taking whatever crank makes isnt entirely legal either . 	0
OC	235	Embarrassingly , I can ' t say for sure , but a quick format may have just wiped the file index . . 	0
OC	236	but it cant be changed now , i hope you show the respect that any other drum major would of have , and if you arent . . . well . . . im sure you can figure out where im going . 	0
OC	237	whats done is done , theres nothing anyone can do . i really , truly , understand being upset . 	0
OC	238	' fraid to say i side a bit more with allison on this one , love . 	1
OC	239	so i ' m off to wait for my camera and snap , snap . 	0
OC	240	let me tell you , it ' s a damn good buy . 	0
OC	241	onoz 	0
OC	242	I was wondering how the Ren Faire did , thanks for the info . 	0
OC	243	I am sorry for Eugenia losing her van ! ! 	0
OC	244	i have been told it is the worst brand camera to get . 	0
OC	245	this weekend i ' ll have this : it ' s a pentax digital slr . 	0
OC	246	oh and a nice 28-300mm tamron lens . 	0
OC	247	but i ' m ignoring this advice and getting it anyway . 	0
OC	248	i mean who wants to read about my life , it ' s boring . . . it ' s only just about the pictures . 	0
OC	249	oh and a remote . 	0
OC	250	* shakes fist * to pay for it , i ' m selling this apple cinema display . 	0
OC	251	so i ' ll give you pictures alright . 	0
OC	252	Made me think of it before I ' d even read anything else in the post . 	0
OC	253	But how could I not watch the T-Bird ? 	0
OC	254	Well , you have had some rather um ambiguous relationships with people of suspicious character . 	0
OC	255	How ' s the rooming with Creepy going ? 	0
OC	256	Best Robin afterall . 	0
OC	257	That ' s the sweetest thing EVAR . 	0
OC	258	I ' m having a few tears over here . 	0
OC	259	but sleeping too much isnt good for you . 	1
OC	260	ouuuu . 	0
OC	261	if i stay in bed too long , my body aches and my muscles feel dead . 	0
OC	262	i ' ve found this out . 	0
OC	263	they need to be exercised ! ! 	0
OC	264	Mike really likes the idea of you making one for him , so i doubt he will make one 	1
OC	265	You had me at Endor . 	0
OC	266	Oh , like you didn ' t have a reason before , huh ? 	0
OC	267	its so nice 	0
OC	268	new feelings , new memories to make . . 	0
OC	269	i absolutly love being in a new place . 	0
OC	270	yes . 	0
OC	271	btw What class was this for ? 	0
OC	272	And yet , the one that seemed the most fun . 	0
OC	273	That ' s what I ' d name my sewing machine , in the hypothetical event that I actually had one . 	0
OC	274	wow , thats badass , it has a leather pouch too . 	0
OC	275	. - . 	0
OC	276	It ' s more a case of ' this priest knows this archbishop / bishop / cardinal and uses his friendship to skate clear ' . 	0
OC	277	To define as a conspiracy , I would need something like the Cabal of Underground Sex Cardinals coordinating the moving of abusive priests to finance their porn industry or similar . 	0
OC	278	For it to be a conspiracy there has to be a guiding force , a cabal behind the whole thing . 	0
OC	279	There are no real ' ringleaders ' in all of the abuse cases I ' ve seen , even here in the USA . 	0
OC	280	: D : D : D 	0
OC	281	I literally shrieked ' HELL YES ! ' in my car when I heard . 	0
OC	282	[ hugs hard ] 	0
OC	283	I need to install a breathlyser on my keyboard - 	0
OC	284	haha get some nasty shoes on , its time to cut the grass baby ! 	0
OC	285	Oh yes , ITS IN YOUR FRONT YARD ! 	0
OC	286	I wonder where that long ass grass came from ? 	0
OC	287	Tomorrow means mail sending , job applying , and magic-o-tone music for my ears . 	0
OC	288	hurray ! 	0
OC	289	I got me some mona-mail today , and I am really trying to figure out what to send a painting in . 	0
OC	290	It ' s a bit big for normal packaging . . . a flat box perhaps ? 	0
OC	291	well anyways I have been listening to a lot of animal collective today . 	0
OC	292	It gets my crush high a bopin . 	0
OC	293	Yes . ) 	0
OC	294	( I ' m intrigued by this recipe . 	0
OC	295	It ' s true ! 	0
OC	296	This and more , I hope . 	0
OC	297	word up bethany anne riddledanza 	0
OC	298	i bet that dog is NOT snoring . 	0
OC	299	( Plus , I love pink and lemon as a combination ! ! 	0
OC	300	I don ' t think it would suit me personally because of my colouring , but I thought the yellow one looked really fresh and pretty . 	0
OC	301	< 3 ) The teddies are so sweet . . . ; ____ ; 	0
OC	302	Make the husband give you a massage when you get home ! 	0
OC	303	Yes , exactly- - as soon as I saw that was the one they ' d accepted , I immediately thought about your lj entry about the giraffe rape poems . 	0
OC	304	I read all of my friends list ! 	0
OC	305	baywatch ! 	0
OC	306	lol 	0
OC	307	i could have told u that a looooooonnnngggggggg time ago darlin ! 	0
OC	308	my stepmom picked it up overseas years ago , so i ' ve sort of grown up with it ( though it ' s been at least a good 3 or 4 years since i ' ve seen it ) . 	0
OC	309	i never really saw it as rascist ; in fact , the implication was of black people outsmarting white people ( in animal form , that is ) . 	1
OC	310	i always found it to be entertaining , and i think it ' s really cool that they are considering a rerelease 	0
OC	311	i ' m not a bitch , just sad . 	0
OC	312	Hi~~~ 	0
OC	313	i can ' t remember a dancing part . . 	0
OC	314	you know i actually missed the beginning . 	0
OC	315	i know they get all the goombas to dance to distract them and escape ! 	0
OC	316	i am moving into the anarchist house anytime next month . 	0
OC	317	at least there i can focus on art and positive things instead of the fucky ones of late . 	0
OC	318	that ' s larry david in the icon . 	0
OC	319	he ' s hot . 	0
OC	320	i wonder why i am so venomous . 	0
OC	321	yes , i was raised by wolves . 	0
OC	322	i am intrested in promoting a healthy , sane lifestyle and i think with the girls and devon it might be possible . 	0
OC	323	i ' ve been having alot of problems with my personality disorder latley . 	0
OC	324	; ) Next time , tell him to take you and the kids to Great Falls Park . 	0
OC	325	Lots of rocks and trees and nature to go around . 	0
OC	326	WHERE ARE YOU ? 	0
OC	327	Newry mill is still there . 	1
OC	328	My bro takes his girlfriend there all the time . 	0
OC	329	I ' ve never been though . 	0
OC	330	: ( Where was the secret beach anyway ? 	0
OC	331	THEREFORE , you shouldn ' t go at all . 	0
OC	332	Go on a road trip with me instead . 	0
OC	333	hey I just added you as you warmly welcomed me to the jm community and also replied to my post last month . 	0
OC	334	If its not too weird ( seeing as you don ' t know me ) add me back 	0
OC	335	I like this song , though , but I am a slut for psych rock . 	1
OC	336	then kneel down and repeat pulling . . 	0
OC	337	* hugs * im so sorry hun . 	0
OC	338	that ' s what happened to Milo too . 	0
OC	339	: D 	0
OC	340	i have seen that video 20 billion times and it never gets old . 	0
OC	341	i guess chest to knees . 	0
OC	342	this is one of the sweetest things I have ever seen . 	0
OC	343	: ) 	0
OC	344	Danke schoen . 	0
OC	345	ha i hate to admit it but i think i like paris hilton ' s song " stars are blind " 	0
OC	346	Even four words ! 	0
OC	347	I ' d be thrilled to be writing anything that can be compared to Simak . 	0
OC	348	are you sure that is Zane ? 	0
OC	349	His eyebrows say yes , but the size of his eyes say nay . 	0
OC	350	I thoroughly enjoyed it , less for the whinging and more for the astute observations of Hollywood culture . 	0
OC	351	I ' m trying to think of a way to say don ' t get Pentax without sounding desperate but . . 	0
OC	352	How have you been ? 	0
OC	353	I want to visit you at work more often . 	0
OC	354	I am back to working everyday . . . . 	0
OC	355	I want to dance more than I have been . 	0
OC	356	HAHAHAHAH LOLLERCAUST Classic . 	0
OC	357	I ' m good . 	0
OC	358	banks speculate . 	0
OC	359	it companies come up with tangible products . 	0
OC	360	i have no problem with it . 	1
OC	361	AAnd I just watched the Spider one . 	0
OC	362	OH NOES . 	0
OC	363	You mean , the children who have to grow up with gay polygamous parents who indulge in bestiality ? ? ? 	0
OC	364	hey , you gonna make it to our show the 25th ? 	0
OC	365	its going to be oodles of fun . 	0
OC	366	City on Saturday , I will probably wear another costume i made . 	0
OC	367	Well friday is my birthday . . . . im not really sure whats going on . . . . probably not too much . 	0
OC	368	But Halloween night , we might be doing somthing . . . 	0
OC	369	Why not , it could be interesting , and i dont have to commit to a specific schedual , just incase i have a shoot . 	0
OC	370	But im still trying to get a job with MAC , and that is looking bleak . . . . we will see . 	0
OC	371	Hanging out with good friends more . . . . ( kimmy we need to set a date ! ) , and ive actually got hired at two places , i declined sephora because i really didn ' t feel like it would do much for me . 	0
OC	372	But i will be oncall at hottopic , hey its extra cash for christmas ! 	0
OC	373	I ' m pretty pleased about how things are going since i ' ve been back . 	1
OC	374	Working alot and producing pretty pictures . 	0
OC	375	: ( Want to go along on some adventure next time I ' m in town ? 	0
OC	376	8 ) There ' s a dam in Clemson that isn ' t the lake Hartwell dam across from Clemson campus ( although the Lake Hartwell dam is one of my favorite places at night - - looks like the end of the world ) . 	1
OC	377	  So , where ' s the pack ?   Who cares ?   I look tough .   Also , this the first bout photo in history where I ' m neither falling on my butt nor letting my knees get glued together . 	0
OC	378	I love this picture , even though I can ' t tell what I ' m supposed to be doing .   It ' s not intros , because there ' s the rest of the team on the bench . 	1
OC	379	Tickets at missiontix . org / ccrg 	0
OC	380	You know , I don ' t want to harp on this , but we ' ve got another bout coming up on March 14th .     Doors at 6 : 00 , bout at 7 : 00 .   We ' re playing both Harrisburg and Atlanta , and they are going to cry , cry , cry . 	0
OC	381	Or skinny dipping , if you dare mua ha ha ! 	0
OC	382	5 ) I ' ve always wanted to explore the two rundown " Property of Clemson University No Trespassing " houses on the left right after you turn on 28 to go to Pendleton . 	0
OC	383	Why don ' t you ? 	0
OC	384	Also , the valley right across from the armory and kite hill often gets reeeeeally foggy and creepy in the wee hours of the morning . 	0
OC	385	It ' s begging for an excursion . 	1
OC	386	6 ) Get yourself into Clemson ' s underground tunnel system . 	0
OC	387	7 ) Your last adventure sounds amazing . 	0
OC	388	I wish I ' d been there . 	0
OC	389	does it make you lose weight as well ? ? ? ? ? 	0
OC	390	why is it called " thin " lizzy ? 	0
OC	391	They always show it again at 7 / 6 central on CNBC , or MSNBC , or one of those channels . 	0
OC	392	Hopefully you can catch it tonight ! 	0
OC	393	I had a dream last night that I got extremely angry at David Geffen for giving his $1 . 3 million campaign contribution to Barack Obama instead of to me . 	0
OC	394	Excellent ! 	1
OC	395	eh . 	0
OC	396	PS , your ACTUAL definition is of course way cooler than the one that is being created via internet confusion . 	0
OC	397	You had an entry before , it was a long comic with puzzle holes in the faces . . . do you have alink ? 	0
OC	398	Your icons look amazing ! ! 	0
OC	399	Oh , and a bright pink fitted sheet to go with this subtle little set - http://www.argos.co.uk/static/Product/partNumber/0327178/Trail/searchtext%3EDUVET+COVER+PINK.htm FF 	0
OC	400	Visited Mum yesterday , I now have a new wok and a bolster , Mum can spend money for England . 	0
OC	401	Its real good . 	0
OC	402	Your work keeps getting better and better . . . 	0
OC	403	Brave Annie . 	0
OC	404	Poor George . 	0
OC	405	Love them both to bits . 	0
OC	406	Bugger the vampires , Annie and George are why I watch Being Human . 	0
OC	407	And it fails Bechdel Test too . 	0
OC	408	Where are the stories about the kid in the wheel chair , or the black girl with the stunning voice ? 	0
OC	409	Who look like every other cast of pretty white kids , not like the misfits the show was supposed to be about . 	0
OC	410	Glee is losing my interest , it ' s all about the pretty white kids . 	1
OC	411	i got a cannon rebel xt for christmas so i ' ve been taking SO many pictures of her . 	0
OC	412	she loves blythes , too ! 	0
OC	413	set an alarm on your phone or take them with your birth control to help you remember . 	0
OC	414	i ' m doing pretty well . 	0
OC	415	clementine is almost 14 months old and she ' s so amazing . 	1
OC	416	exceedingly brilliant and beautiful , and such a sweetheart . 	0
OC	417	Thank youuu ♥__♥ 	0
OC	418	how are you girl ! 	0
OC	419	only death . 	0
OC	420	i dont believe in living on the internet . 	0
OC	421	Thought that was too big a coincidence . 	0
OC	422	Wonder if he ' s turned into a Master clone too . 	0
OC	423	the animation is great . 	0
OC	424	it came out soooo good ! 	0
OC	425	i love it . 	1
OC	426	Neither of them won . 	0
OC	427	I liked the Norwegian take on it all - they told Israel they were evacuating , loaded themselves onto a bus literally draped with Norwegian flags , and got out . 	1
OC	428	Very no-nonsense . 	0
OC	429	I suspect it ' s because this time ( unlike many other times ) agressions were begun my the syria-iran supported hezzbollah ( though it ' s more PC to spell it hizzbullah now ) . 	0
OC	430	That said , everybody just needs to stop . 	0
